"No.","Time","Source","Destination","Protocol","Length","Info"
"571","0.462724","192.168.3.14","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=a0e4)"
"572","0.462922","192.168.3.14","192.168.100.5","RTP","1450","PT=DynamicRTP-Type-105, SSRC=0xC5375D28, Seq=27731, Time=60186126"
"573","0.462952","192.168.3.14","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=a0e5)"
"574","0.463031","192.168.3.14","192.168.100.5","RTP","329","PT=DynamicRTP-Type-105, SSRC=0xC5375D28, Seq=27732, Time=60186126, Mark"
"575","0.465452","192.168.3.11","192.168.100.5","TLSv1","1452","Application Data"
"576","0.465589","192.168.3.11","192.168.100.5","TLSv1","1452","[Packet size limited during capture]"
"577","0.465720","192.168.3.11","192.168.100.5","TLSv1","1452","[Packet size limited during capture]"
"578","0.465837","192.168.3.11","192.168.100.5","TLSv1","1452","[Packet size limited during capture]"
"579","0.465989","192.168.3.11","192.168.100.5","TLSv1","1452","[Packet size limited during capture]"
"580","0.466208","192.168.3.11","192.168.100.5","TLSv1","1452","[Packet size limited during capture]"
"581","0.466209","192.168.3.11","192.168.100.5","TCP","1452","443  >  63453 [ACK] Seq=160516 Ack=1 Win=2532 Len=1398"
"582","0.466262","192.168.3.11","192.168.100.5","TLSv1","646","[Packet size limited during capture]"
"583","0.488474","192.168.100.5","192.168.3.11","TCP","60","63453  >  443 [ACK] Seq=1 Ack=156322 Win=65335 Len=0"
"584","0.488545","192.168.100.5","192.168.3.11","TCP","60","63453  >  443 [ACK] Seq=1 Ack=160516 Win=65335 Len=0"
"585","0.488555","192.168.100.5","192.168.3.11","TCP","60","63453  >  443 [ACK] Seq=1 Ack=162506 Win=65335 Len=0"
"586","0.500528","192.168.3.13","192.168.100.5","RTP","209","PT=DynamicRTP-Type-105, SSRC=0xA057D1FD, Seq=58958, Time=60552492"
"587","0.501361","192.168.3.13","192.168.100.5","RTP","1450","PT=DynamicRTP-Type-105, SSRC=0xA057D1FD, Seq=58959, Time=60552492"
"588","0.501438","192.168.3.13","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=9f83)"
"589","0.501585","192.168.3.13","192.168.100.5","RTP","1450","PT=DynamicRTP-Type-105, SSRC=0xA057D1FD, Seq=58960, Time=60552492"
"590","0.501616","192.168.3.13","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=9f84)"
"591","0.501792","192.168.3.13","192.168.100.5","RTP","1450","PT=DynamicRTP-Type-105, SSRC=0xA057D1FD, Seq=58961, Time=60552492"
"592","0.501825","192.168.3.13","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=9f85)"
"593","0.501946","192.168.3.13","192.168.100.5","RTP","1450","PT=DynamicRTP-Type-105, SSRC=0xA057D1FD, Seq=58962, Time=60552492"
"594","0.501976","192.168.3.13","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=9f86)"
"595","0.502166","192.168.3.13","192.168.100.5","RTP","1450","PT=DynamicRTP-Type-105, SSRC=0xA057D1FD, Seq=58963, Time=60552492"
"596","0.502199","192.168.3.13","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=9f87)"
"597","0.502306","192.168.3.13","192.168.100.5","RTP","1343","PT=DynamicRTP-Type-105, SSRC=0xA057D1FD, Seq=58964, Time=60552492, Mark"
"598","0.511304","192.168.3.12","192.168.100.5","RTP","209","PT=DynamicRTP-Type-105, SSRC=0x5E4C6ABA, Seq=7060, Time=58624566"
"599","0.512091","192.168.3.12","192.168.100.5","RTP","1450","PT=DynamicRTP-Type-105, SSRC=0x5E4C6ABA, Seq=7061, Time=58624566"
"600","0.512121","192.168.3.12","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=9f6a)"
"601","0.512317","192.168.3.12","192.168.100.5","RTP","1450","PT=DynamicRTP-Type-105, SSRC=0x5E4C6ABA, Seq=7062, Time=58624566"
"602","0.512347","192.168.3.12","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=9f6b)"
"603","0.512457","192.168.3.12","192.168.100.5","RTP","1391","PT=DynamicRTP-Type-105, SSRC=0x5E4C6ABA, Seq=7063, Time=58624566, Mark"
"604","0.528189","192.168.3.14","192.168.100.5","RTP","209","PT=DynamicRTP-Type-105, SSRC=0xC5375D28, Seq=27733, Time=60192132"
"605","0.529076","192.168.3.14","192.168.100.5","RTP","1450","PT=DynamicRTP-Type-105, SSRC=0xC5375D28, Seq=27734, Time=60192132"
"606","0.529106","192.168.3.14","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=a0e6)"
"607","0.529306","192.168.3.14","192.168.100.5","RTP","1450","PT=DynamicRTP-Type-105, SSRC=0xC5375D28, Seq=27735, Time=60192132"
"608","0.529338","192.168.3.14","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=a0e7)"
"609","0.529500","192.168.3.14","192.168.100.5","RTP","1450","PT=DynamicRTP-Type-105, SSRC=0xC5375D28, Seq=27736, Time=60192132"
"610","0.529537","192.168.3.14","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=a0e8)"
"611","0.529699","192.168.3.14","192.168.100.5","RTP","1450","PT=DynamicRTP-Type-105, SSRC=0xC5375D28, Seq=27737, Time=60192132"
"612","0.529744","192.168.3.14","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=a0e9)"
"613","0.529907","192.168.3.14","192.168.100.5","RTP","1450","PT=DynamicRTP-Type-105, SSRC=0xC5375D28, Seq=27738, Time=60192132"
"614","0.529940","192.168.3.14","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=a0ea)"
"615","0.530059","192.168.3.14","192.168.100.5","RTP","1450","PT=DynamicRTP-Type-105, SSRC=0xC5375D28, Seq=27739, Time=60192132"
"616","0.530091","192.168.3.14","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=a0eb)"
"617","0.530281","192.168.3.14","192.168.100.5","RTP","1450","PT=DynamicRTP-Type-105, SSRC=0xC5375D28, Seq=27740, Time=60192132, Mark"
"618","0.530311","192.168.3.14","192.168.100.5","IPv4","60","Fragmented IP protocol (proto=UDP 17, off=1416, ID=a0ec)"
"619","0.534512","192.168.3.11","192.168.100.5","TLSv1","1452","Application Data"
"620","0.534638","192.168.3.11","192.168.100.5","TLSv1","1452","[Packet size limited during capture]"
"621","0.534759","192.168.3.11","192.168.100.5","TLSv1","1452","[Packet size limited during capture]"
"622","0.534881","192.168.3.11","192.168.100.5","TLSv1","1452","[Packet size limited during capture]"
"623","0.535003","192.168.3.11","192.168.100.5","TLSv1","1452","[Packet size limited during capture]"
"624","0.535122","192.168.3.11","192.168.100.5","TLSv1","1452","[Packet size limited during capture]"
"625","0.535241","192.168.3.11","192.168.100.5","TLSv1","1452","[Packet size limited during capture]"
"626","0.535341","192.168.3.11","192.168.100.5","TLSv1","774","[Packet size limited during capture]"
"627","0.561066","192.168.100.5","192.168.3.11","TCP","60","63453  >  443 [ACK] Seq=1 Ack=166700 Win=65335 Len=0"
"628","0.561126","192.168.100.5","192.168.3.11","TCP","60","63453  >  443 [ACK] Seq=1 Ack=170894 Win=65335 Len=0"
"629","0.561136","192.168.100.5","192.168.3.11","TCP","60","63453  >  443 [ACK] Seq=1 Ack=173012 Win=65335 Len=0"
"630","0.567586","192.168.3.13","192.168.100.5","RTP","209","PT=DynamicRTP-Type-105, SSRC=0xA057D1FD, Seq=58965, Time=60558498"
"631","0.568383","192.168.3.13","192.168.100.5","RTP","1450","PT=DynamicRTP-Type-105, SSRC=0xA057D1FD, Seq=58966, Time=60558498"
"632","0.568418","192.168.3.13","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=9f88)"
"633","0.568587","192.168.3.13","192.168.100.5","RTP","1450","PT=DynamicRTP-Type-105, SSRC=0xA057D1FD, Seq=58967, Time=60558498"
"634","0.568617","192.168.3.13","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=9f89)"
"635","0.569973","192.168.3.13","192.168.100.5","RTP","1450","PT=DynamicRTP-Type-105, SSRC=0xA057D1FD, Seq=58968, Time=60558498"
"636","0.570005","192.168.3.13","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=9f8a)"
"637","0.570438","192.168.3.13","192.168.100.5","RTP","1450","PT=DynamicRTP-Type-105, SSRC=0xA057D1FD, Seq=58969, Time=60558498"
"638","0.570469","192.168.3.13","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=9f8b)"
"639","0.572230","192.168.3.13","192.168.100.5","RTP","1450","PT=DynamicRTP-Type-105, SSRC=0xA057D1FD, Seq=58970, Time=60558498"
"640","0.572277","192.168.3.13","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=9f8c)"
"641","0.573234","192.168.3.13","192.168.100.5","RTP","453","PT=DynamicRTP-Type-105, SSRC=0xA057D1FD, Seq=58971, Time=60558498, Mark"
"642","0.579213","192.168.3.12","192.168.100.5","RTP","209","PT=DynamicRTP-Type-105, SSRC=0x5E4C6ABA, Seq=7064, Time=58630572"
"643","0.580805","192.168.3.12","192.168.100.5","RTP","1450","PT=DynamicRTP-Type-105, SSRC=0x5E4C6ABA, Seq=7065, Time=58630572"
"644","0.580838","192.168.3.12","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=9f6c)"
"645","0.581040","192.168.3.12","192.168.100.5","RTP","1450","PT=DynamicRTP-Type-105, SSRC=0x5E4C6ABA, Seq=7066, Time=58630572"
"646","0.581071","192.168.3.12","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=9f6d)"
"647","0.581191","192.168.3.12","192.168.100.5","RTP","1421","PT=DynamicRTP-Type-105, SSRC=0x5E4C6ABA, Seq=7067, Time=58630572, Mark"
"648","0.594638","192.168.3.14","192.168.100.5","RTP","209","PT=DynamicRTP-Type-105, SSRC=0xC5375D28, Seq=27741, Time=60198138"
"649","0.595731","192.168.3.14","192.168.100.5","RTP","1450","PT=DynamicRTP-Type-105, SSRC=0xC5375D28, Seq=27742, Time=60198138"
"650","0.595761","192.168.3.14","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=a0ed)"
"651","0.595972","192.168.3.14","192.168.100.5","RTP","1450","PT=DynamicRTP-Type-105, SSRC=0xC5375D28, Seq=27743, Time=60198138"
"652","0.596002","192.168.3.14","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=a0ee)"
"653","0.596199","192.168.3.14","192.168.100.5","RTP","1450","PT=DynamicRTP-Type-105, SSRC=0xC5375D28, Seq=27744, Time=60198138"
"654","0.596232","192.168.3.14","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=a0ef)"
"655","0.596384","192.168.3.14","192.168.100.5","RTP","1450","PT=DynamicRTP-Type-105, SSRC=0xC5375D28, Seq=27745, Time=60198138"
"656","0.596421","192.168.3.14","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=a0f0)"
"657","0.596581","192.168.3.14","192.168.100.5","RTP","1450","PT=DynamicRTP-Type-105, SSRC=0xC5375D28, Seq=27746, Time=60198138"
"658","0.596610","192.168.3.14","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=a0f1)"
"659","0.596735","192.168.3.14","192.168.100.5","RTP","1450","PT=DynamicRTP-Type-105, SSRC=0xC5375D28, Seq=27747, Time=60198138"
"660","0.596780","192.168.3.14","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=a0f2)"
"661","0.596879","192.168.3.14","192.168.100.5","RTP","1123","PT=DynamicRTP-Type-105, SSRC=0xC5375D28, Seq=27748, Time=60198138, Mark"
"662","0.599702","192.168.3.11","192.168.100.5","TLSv1","1452","Application Data"
"663","0.599835","192.168.3.11","192.168.100.5","TLSv1","1452","[Packet size limited during capture]"
"664","0.599961","192.168.3.11","192.168.100.5","TLSv1","1452","[Packet size limited during capture]"
"665","0.600084","192.168.3.11","192.168.100.5","TLSv1","1452","[Packet size limited during capture]"
"666","0.600207","192.168.3.11","192.168.100.5","TLSv1","1452","[Packet size limited during capture]"
"667","0.600324","192.168.3.11","192.168.100.5","TLSv1","1452",""
"668","0.600448","192.168.3.11","192.168.100.5","TLSv1","1452","[Packet size limited during capture]"
"669","0.600484","192.168.3.11","192.168.100.5","TLSv1","598","[Packet size limited during capture]"
"670","0.621674","192.168.100.5","192.168.3.11","TCP","60","63453  >  443 [ACK] Seq=1 Ack=177206 Win=65335 Len=0"
"671","0.621732","192.168.100.5","192.168.3.11","TCP","60","63453  >  443 [ACK] Seq=1 Ack=181400 Win=65335 Len=0"
"672","0.621744","192.168.100.5","192.168.3.11","TCP","60","63453  >  443 [ACK] Seq=1 Ack=183342 Win=65335 Len=0"
"673","0.634418","192.168.3.13","192.168.100.5","RTP","209","PT=DynamicRTP-Type-105, SSRC=0xA057D1FD, Seq=58972, Time=60564504"
"674","0.635205","192.168.3.13","192.168.100.5","RTP","1450","PT=DynamicRTP-Type-105, SSRC=0xA057D1FD, Seq=58973, Time=60564504"
"675","0.635238","192.168.3.13","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=9f8d)"
"676","0.635424","192.168.3.13","192.168.100.5","RTP","1450","PT=DynamicRTP-Type-105, SSRC=0xA057D1FD, Seq=58974, Time=60564504"
"677","0.635457","192.168.3.13","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=9f8e)"
"678","0.635623","192.168.3.13","192.168.100.5","RTP","1450","PT=DynamicRTP-Type-105, SSRC=0xA057D1FD, Seq=58975, Time=60564504"
"679","0.635697","192.168.3.13","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=9f8f)"
"680","0.635798","192.168.3.13","192.168.100.5","RTP","1450","PT=DynamicRTP-Type-105, SSRC=0xA057D1FD, Seq=58976, Time=60564504"
"681","0.635832","192.168.3.13","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=9f90)"
"682","0.636011","192.168.3.13","192.168.100.5","RTP","1450","PT=DynamicRTP-Type-105, SSRC=0xA057D1FD, Seq=58977, Time=60564504"
"683","0.636051","192.168.3.13","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=9f91)"
"684","0.636106","192.168.3.13","192.168.100.5","RTP","218","PT=DynamicRTP-Type-105, SSRC=0xA057D1FD, Seq=58978, Time=60564504, Mark"
"685","0.644985","192.168.3.12","192.168.100.5","RTP","209","PT=DynamicRTP-Type-105, SSRC=0x5E4C6ABA, Seq=7068, Time=58636578"
"686","0.645644","192.168.3.12","192.168.100.5","RTP","1450","PT=DynamicRTP-Type-105, SSRC=0x5E4C6ABA, Seq=7069, Time=58636578"
"687","0.645679","192.168.3.12","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=9f6e)"
"688","0.645852","192.168.3.12","192.168.100.5","RTP","1450","PT=DynamicRTP-Type-105, SSRC=0x5E4C6ABA, Seq=7070, Time=58636578"
"689","0.645883","192.168.3.12","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=9f6f)"
"690","0.645990","192.168.3.12","192.168.100.5","RTP","1303","PT=DynamicRTP-Type-105, SSRC=0x5E4C6ABA, Seq=7071, Time=58636578, Mark"
"691","0.661691","192.168.3.14","192.168.100.5","RTP","209","PT=DynamicRTP-Type-105, SSRC=0xC5375D28, Seq=27749, Time=60204144"
"692","0.662584","192.168.3.14","192.168.100.5","RTP","1450","PT=DynamicRTP-Type-105, SSRC=0xC5375D28, Seq=27750, Time=60204144"
"693","0.662616","192.168.3.14","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=a0f3)"
"694","0.662803","192.168.3.14","192.168.100.5","RTP","1450","PT=DynamicRTP-Type-105, SSRC=0xC5375D28, Seq=27751, Time=60204144"
"695","0.662835","192.168.3.14","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=a0f4)"
"696","0.663003","192.168.3.14","192.168.100.5","RTP","1450","PT=DynamicRTP-Type-105, SSRC=0xC5375D28, Seq=27752, Time=60204144"
"697","0.663075","192.168.3.14","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=a0f5)"
"698","0.663210","192.168.3.14","192.168.100.5","RTP","1450","PT=DynamicRTP-Type-105, SSRC=0xC5375D28, Seq=27753, Time=60204144"
"699","0.663240","192.168.3.14","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=a0f6)"
"700","0.663391","192.168.3.14","192.168.100.5","RTP","1450","PT=DynamicRTP-Type-105, SSRC=0xC5375D28, Seq=27754, Time=60204144"
"701","0.663430","192.168.3.14","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=a0f7)"
"702","0.663563","192.168.3.14","192.168.100.5","RTP","1450","PT=DynamicRTP-Type-105, SSRC=0xC5375D28, Seq=27755, Time=60204144"
"703","0.663593","192.168.3.14","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=a0f8)"
"704","0.663743","192.168.3.14","192.168.100.5","RTP","1368","PT=DynamicRTP-Type-105, SSRC=0xC5375D28, Seq=27756, Time=60204144, Mark"
"705","0.668327","192.168.3.11","192.168.100.5","TLSv1","1452","Application Data"
"706","0.668459","192.168.3.11","192.168.100.5","TLSv1","1452","[Packet size limited during capture]"
"707","0.668587","192.168.3.11","192.168.100.5","TLSv1","1452","[Packet size limited during capture]"
"708","0.668710","192.168.3.11","192.168.100.5","TLSv1","1452","[Packet size limited during capture]"
"709","0.668829","192.168.3.11","192.168.100.5","TLSv1","1452","[Packet size limited during capture]"
"710","0.668946","192.168.3.11","192.168.100.5","TLSv1","1452","[Packet size limited during capture]"
"711","0.669059","192.168.3.11","192.168.100.5","TLSv1","1452","[Packet size limited during capture]"
"712","0.669170","192.168.3.11","192.168.100.5","TLSv1","1452","[Packet size limited during capture]"
"713","0.669288","192.168.3.11","192.168.100.5","TLSv1","1452","[Packet size limited during capture]"
"714","0.669409","192.168.3.11","192.168.100.5","TLSv1","1452","[Packet size limited during capture]"
"715","0.669513","192.168.3.11","192.168.100.5","TLSv1","1364","[Packet size limited during capture]"
"716","0.692750","192.168.100.5","192.168.3.11","TCP","60","63453  >  443 [ACK] Seq=1 Ack=187536 Win=65335 Len=0"
"717","0.692781","192.168.100.5","192.168.3.11","TCP","60","63453  >  443 [ACK] Seq=1 Ack=190332 Win=65335 Len=0"
"718","0.693645","192.168.100.5","192.168.3.11","TCP","60","63453  >  443 [ACK] Seq=1 Ack=194526 Win=65335 Len=0"
"719","0.693692","192.168.100.5","192.168.3.11","TCP","60","63453  >  443 [ACK] Seq=1 Ack=198632 Win=65335 Len=0"
"720","0.701196","192.168.3.13","192.168.100.5","RTP","209","PT=DynamicRTP-Type-105, SSRC=0xA057D1FD, Seq=58979, Time=60570510"
"721","0.701983","192.168.3.13","192.168.100.5","RTP","1450","PT=DynamicRTP-Type-105, SSRC=0xA057D1FD, Seq=58980, Time=60570510"
"722","0.702016","192.168.3.13","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=9f92)"
"723","0.702205","192.168.3.13","192.168.100.5","RTP","1450","PT=DynamicRTP-Type-105, SSRC=0xA057D1FD, Seq=58981, Time=60570510"
"724","0.702235","192.168.3.13","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=9f93)"
"725","0.702401","192.168.3.13","192.168.100.5","RTP","1450","PT=DynamicRTP-Type-105, SSRC=0xA057D1FD, Seq=58982, Time=60570510"
"726","0.702435","192.168.3.13","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=9f94)"
"727","0.702570","192.168.3.13","192.168.100.5","RTP","1450","PT=DynamicRTP-Type-105, SSRC=0xA057D1FD, Seq=58983, Time=60570510"
"728","0.702603","192.168.3.13","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=9f95)"
"729","0.702785","192.168.3.13","192.168.100.5","RTP","1450","PT=DynamicRTP-Type-105, SSRC=0xA057D1FD, Seq=58984, Time=60570510"
"730","0.702818","192.168.3.13","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=9f96)"
"731","0.702878","192.168.3.13","192.168.100.5","RTP","149","PT=DynamicRTP-Type-105, SSRC=0xA057D1FD, Seq=58985, Time=60570510, Mark"
"732","0.712717","192.168.3.12","192.168.100.5","RTP","209","PT=DynamicRTP-Type-105, SSRC=0x5E4C6ABA, Seq=7072, Time=58642584"
"733","0.713383","192.168.3.12","192.168.100.5","RTP","1450","PT=DynamicRTP-Type-105, SSRC=0x5E4C6ABA, Seq=7073, Time=58642584"
"734","0.713438","192.168.3.12","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=9f70)"
"735","0.713605","192.168.3.12","192.168.100.5","RTP","1450","PT=DynamicRTP-Type-105, SSRC=0x5E4C6ABA, Seq=7074, Time=58642584"
"736","0.713635","192.168.3.12","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=9f71)"
"737","0.713741","192.168.3.12","192.168.100.5","RTP","1234","PT=DynamicRTP-Type-105, SSRC=0x5E4C6ABA, Seq=7075, Time=58642584, Mark"
"738","0.727897","192.168.3.14","192.168.100.5","RTP","209","PT=DynamicRTP-Type-105, SSRC=0xC5375D28, Seq=27757, Time=60210150"
"739","0.728844","192.168.3.14","192.168.100.5","RTP","1450","PT=DynamicRTP-Type-105, SSRC=0xC5375D28, Seq=27758, Time=60210150"
"740","0.728874","192.168.3.14","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=a0f9)"
"741","0.729072","192.168.3.14","192.168.100.5","RTP","1450","PT=DynamicRTP-Type-105, SSRC=0xC5375D28, Seq=27759, Time=60210150"
"742","0.729105","192.168.3.14","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=a0fa)"
"743","0.729275","192.168.3.14","192.168.100.5","RTP","1450","PT=DynamicRTP-Type-105, SSRC=0xC5375D28, Seq=27760, Time=60210150"
"744","0.729313","192.168.3.14","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=a0fb)"
"745","0.729470","192.168.3.14","192.168.100.5","RTP","1450","PT=DynamicRTP-Type-105, SSRC=0xC5375D28, Seq=27761, Time=60210150"
"746","0.729499","192.168.3.14","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=a0fc)"
"747","0.729626","192.168.3.14","192.168.100.5","RTP","1450","PT=DynamicRTP-Type-105, SSRC=0xC5375D28, Seq=27762, Time=60210150"
"748","0.729672","192.168.3.14","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=a0fd)"
"749","0.729845","192.168.3.14","192.168.100.5","RTP","1450","PT=DynamicRTP-Type-105, SSRC=0xC5375D28, Seq=27763, Time=60210150"
"750","0.729877","192.168.3.14","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=a0fe)"
"751","0.729971","192.168.3.14","192.168.100.5","RTP","983","PT=DynamicRTP-Type-105, SSRC=0xC5375D28, Seq=27764, Time=60210150, Mark"
"752","0.734486","192.168.3.11","192.168.100.5","TLSv1","1452","Application Data"
"753","0.734615","192.168.3.11","192.168.100.5","TLSv1","1452","[Packet size limited during capture]"
"754","0.734748","192.168.3.11","192.168.100.5","TLSv1","1452","[Packet size limited during capture]"
"755","0.734874","192.168.3.11","192.168.100.5","TLSv1","1452","[Packet size limited during capture]"
"756","0.734999","192.168.3.11","192.168.100.5","TLSv1","1452","[Packet size limited during capture]"
"757","0.735113","192.168.3.11","192.168.100.5","TLSv1","1452","[Packet size limited during capture]"
"758","0.735236","192.168.3.11","192.168.100.5","TLSv1","1452","[Packet size limited during capture]"
"759","0.735352","192.168.3.11","192.168.100.5","TLSv1","1452","[Packet size limited during capture]"
"760","0.735468","192.168.3.11","192.168.100.5","TLSv1","1452","[Packet size limited during capture]"
"761","0.735593","192.168.3.11","192.168.100.5","TLSv1","1452","[Packet size limited during capture]"
"762","0.735634","192.168.3.11","192.168.100.5","TLSv1","708","[Packet size limited during capture]"
"763","0.758508","192.168.100.5","192.168.3.11","TCP","60","63453  >  443 [ACK] Seq=1 Ack=201428 Win=65335 Len=0"
"764","0.759657","192.168.100.5","192.168.3.11","TCP","60","63453  >  443 [ACK] Seq=1 Ack=204224 Win=65335 Len=0"
"765","0.759698","192.168.100.5","192.168.3.11","TCP","60","63453  >  443 [ACK] Seq=1 Ack=207020 Win=65335 Len=0"
"766","0.760558","192.168.100.5","192.168.3.11","TCP","60","63453  >  443 [ACK] Seq=1 Ack=209816 Win=65335 Len=0"
"767","0.760598","192.168.100.5","192.168.3.11","TCP","60","63453  >  443 [ACK] Seq=1 Ack=213266 Win=65335 Len=0"
"768","0.767426","192.168.3.13","192.168.100.5","RTP","209","PT=DynamicRTP-Type-105, SSRC=0xA057D1FD, Seq=58986, Time=60576516"
"769","0.768192","192.168.3.13","192.168.100.5","RTP","1450","PT=DynamicRTP-Type-105, SSRC=0xA057D1FD, Seq=58987, Time=60576516"
"770","0.768222","192.168.3.13","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=9f97)"
"771","0.768388","192.168.3.13","192.168.100.5","RTP","1450","PT=DynamicRTP-Type-105, SSRC=0xA057D1FD, Seq=58988, Time=60576516"
"772","0.768445","192.168.3.13","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=9f98)"
"773","0.768598","192.168.3.13","192.168.100.5","RTP","1450","PT=DynamicRTP-Type-105, SSRC=0xA057D1FD, Seq=58989, Time=60576516"
"774","0.768630","192.168.3.13","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=9f99)"
"775","0.768750","192.168.3.13","192.168.100.5","RTP","1450","PT=DynamicRTP-Type-105, SSRC=0xA057D1FD, Seq=58990, Time=60576516"
"776","0.768781","192.168.3.13","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=9f9a)"
"777","0.768911","192.168.3.13","192.168.100.5","RTP","1225","PT=DynamicRTP-Type-105, SSRC=0xA057D1FD, Seq=58991, Time=60576516, Mark"
"778","0.778306","192.168.3.12","192.168.100.5","RTP","209","PT=DynamicRTP-Type-105, SSRC=0x5E4C6ABA, Seq=7076, Time=58648590"
"779","0.778964","192.168.3.12","192.168.100.5","RTP","1450","PT=DynamicRTP-Type-105, SSRC=0x5E4C6ABA, Seq=7077, Time=58648590"
"780","0.778994","192.168.3.12","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=9f72)"
"781","0.779117","192.168.3.12","192.168.100.5","RTP","1450","PT=DynamicRTP-Type-105, SSRC=0x5E4C6ABA, Seq=7078, Time=58648590"
"782","0.779148","192.168.3.12","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=9f73)"
