"No.","Time","Source","Destination","Protocol","Length","Info"
"266","0.129119","192.168.3.14","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=a0be)"
"267","0.129265","192.168.3.14","192.168.100.5","UDP","1450","51000  >  6608 Len=1472"
"268","0.129295","192.168.3.14","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=a0bf)"
"269","0.129422","192.168.3.14","192.168.100.5","UDP","1450","51000  >  6608 Len=1472"
"270","0.129467","192.168.3.14","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=a0c0)"
"271","0.129643","192.168.3.14","192.168.100.5","UDP","1450","51000  >  6608 Len=1472"
"272","0.129678","192.168.3.14","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=a0c1)"
"273","0.129798","192.168.3.14","192.168.100.5","UDP","1450","51000  >  6608 Len=1472"
"274","0.129843","192.168.3.14","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=a0c2)"
"275","0.129901","192.168.3.14","192.168.100.5","UDP","208","51000  >  6608 Len=166"
"276","0.132024","192.168.3.11","192.168.100.5","TLSv1","1452","[Packet size limited during capture]"
"277","0.132161","192.168.3.11","192.168.100.5","TLSv1","1452","[Packet size limited during capture]"
"278","0.132297","192.168.3.11","192.168.100.5","TLSv1","1452","[Packet size limited during capture]"
"279","0.132419","192.168.3.11","192.168.100.5","TLSv1","1452","[Packet size limited during capture]"
"280","0.132534","192.168.3.11","192.168.100.5","TLSv1","1452","[Packet size limited during capture]"
"281","0.132658","192.168.3.11","192.168.100.5","TLSv1","1452","[Packet size limited during capture]"
"282","0.132773","192.168.3.11","192.168.100.5","TCP","1452","443  >  63453 [ACK] Seq=105931 Ack=1 Win=2532 Len=1398"
"283","0.132888","192.168.3.11","192.168.100.5","TLSv1","1452","[Packet size limited during capture]"
"284","0.167052","192.168.3.13","192.168.100.5","UDP","209","51000  >  20268 Len=167"
"285","0.167829","192.168.3.13","192.168.100.5","UDP","1450","51000  >  20268 Len=1472"
"286","0.167865","192.168.3.13","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=9f5c)"
"287","0.168046","192.168.3.13","192.168.100.5","UDP","1450","51000  >  20268 Len=1472"
"288","0.168077","192.168.3.13","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=9f5d)"
"289","0.168249","192.168.3.13","192.168.100.5","UDP","1450","51000  >  20268 Len=1472"
"290","0.168282","192.168.3.13","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=9f5e)"
"291","0.168400","192.168.3.13","192.168.100.5","UDP","1450","51000  >  20268 Len=1472"
"292","0.168431","192.168.3.13","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=9f5f)"
"293","0.168550","192.168.3.13","192.168.100.5","UDP","1087","51000  >  20268 Len=1045"
"294","0.172988","192.168.100.5","192.168.3.11","TCP","60","63453  >  443 [ACK] Seq=1 Ack=4195 Win=65335 Len=0"
"295","0.173035","192.168.100.5","192.168.3.11","TCP","60","63453  >  443 [ACK] Seq=1 Ack=6991 Win=65335 Len=0"
"296","0.173078","192.168.100.5","192.168.3.11","TCP","60","63453  >  443 [ACK] Seq=1 Ack=9787 Win=65335 Len=0"
"297","0.173087","192.168.100.5","192.168.3.11","TCP","60","63453  >  443 [ACK] Seq=1 Ack=12583 Win=65335 Len=0"
"298","0.177483","192.168.3.12","192.168.100.5","UDP","209","51000  >  20680 Len=167"
"299","0.178201","192.168.3.12","192.168.100.5","UDP","1450","51000  >  20680 Len=1472"
"300","0.178240","192.168.3.12","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=9f5c)"
"301","0.178402","192.168.3.12","192.168.100.5","UDP","1450","51000  >  20680 Len=1472"
"302","0.178435","192.168.3.12","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=9f5d)"
"303","0.178612","192.168.3.12","192.168.100.5","UDP","1450","51000  >  20680 Len=1472"
"304","0.178643","192.168.3.12","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=9f5e)"
"305","0.178748","192.168.3.12","192.168.100.5","UDP","1178","51000  >  20680 Len=1136"
"306","0.191051","192.168.100.5","192.168.3.11","TCP","60","63453  >  443 [ACK] Seq=1 Ack=15379 Win=65335 Len=0"
"307","0.191081","192.168.100.5","192.168.3.11","TCP","60","63453  >  443 [ACK] Seq=1 Ack=17857 Win=65335 Len=0"
"308","0.191149","192.168.100.5","192.168.3.11","TCP","60","63453  >  443 [ACK] Seq=1 Ack=20653 Win=65335 Len=0"
"309","0.191216","192.168.100.5","192.168.3.11","TCP","60","63453  >  443 [ACK] Seq=1 Ack=23449 Win=65335 Len=0"
"310","0.191244","192.168.100.5","192.168.3.11","TCP","60","63453  >  443 [ACK] Seq=1 Ack=27643 Win=65335 Len=0"
"311","0.191303","192.168.100.5","192.168.3.11","TCP","60","63453  >  443 [ACK] Seq=1 Ack=31837 Win=65335 Len=0"
"312","0.191339","192.168.100.5","192.168.3.11","TCP","60","63453  >  443 [ACK] Seq=1 Ack=34633 Win=65335 Len=0"
"313","0.191367","192.168.100.5","192.168.3.11","TCP","60","63453  >  443 [ACK] Seq=1 Ack=37429 Win=65335 Len=0"
"314","0.191374","192.168.100.5","192.168.3.11","TCP","60","63453  >  443 [ACK] Seq=1 Ack=41623 Win=65335 Len=0"
"315","0.191411","192.168.100.5","192.168.3.11","TCP","60","63453  >  443 [ACK] Seq=1 Ack=44419 Win=65335 Len=0"
"316","0.191436","192.168.100.5","192.168.3.11","TCP","60","63453  >  443 [ACK] Seq=1 Ack=47215 Win=65335 Len=0"
"317","0.191605","192.168.3.11","192.168.100.5","TLSv1","407","[Packet size limited during capture]"
"318","0.194082","192.168.3.14","192.168.100.5","UDP","209","51000  >  6608 Len=167"
"319","0.195023","192.168.3.14","192.168.100.5","UDP","1450","51000  >  6608 Len=1472"
"320","0.195055","192.168.3.14","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=a0c3)"
"321","0.195242","192.168.3.14","192.168.100.5","UDP","1450","51000  >  6608 Len=1472"
"322","0.195273","192.168.3.14","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=a0c4)"
"323","0.196148","192.168.3.14","192.168.100.5","UDP","1450","51000  >  6608 Len=1472"
"324","0.196180","192.168.3.14","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=a0c5)"
"325","0.196584","192.168.3.14","192.168.100.5","UDP","1450","51000  >  6608 Len=1472"
"326","0.196618","192.168.3.14","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=a0c6)"
"327","0.198001","192.168.3.14","192.168.100.5","UDP","1450","51000  >  6608 Len=1472"
"328","0.198034","192.168.3.14","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=a0c7)"
"329","0.201368","192.168.3.14","192.168.100.5","UDP","1450","51000  >  6608 Len=1472"
"330","0.202263","192.168.3.11","192.168.100.5","TLSv1","1452","Application Data"
"331","0.202296","192.168.3.14","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=a0c8)"
"332","0.202394","192.168.3.11","192.168.100.5","TLSv1","1452","[Packet size limited during capture]"
"333","0.202531","192.168.3.11","192.168.100.5","TLSv1","1452","[Packet size limited during capture]"
"334","0.202657","192.168.3.11","192.168.100.5","TLSv1","1452","[Packet size limited during capture]"
"335","0.202781","192.168.3.14","192.168.100.5","UDP","1450","51000  >  6608 Len=1472"
"336","0.202813","192.168.3.14","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=a0c9)"
"337","0.202917","192.168.3.11","192.168.100.5","TLSv1","1452","[Packet size limited during capture]"
"338","0.203001","192.168.3.11","192.168.100.5","TLSv1","1452","[Packet size limited during capture]"
"339","0.203131","192.168.3.14","192.168.100.5","UDP","1328","51000  >  6608 Len=1286"
"340","0.203247","192.168.3.11","192.168.100.5","TLSv1","1452","[Packet size limited during capture]"
"341","0.204902","192.168.100.5","192.168.3.11","TCP","60","63453  >  443 [ACK] Seq=1 Ack=50011 Win=65335 Len=0"
"342","0.204961","192.168.100.5","192.168.3.11","TCP","60","63453  >  443 [ACK] Seq=1 Ack=52807 Win=65335 Len=0"
"343","0.204992","192.168.100.5","192.168.3.11","TCP","60","63453  >  443 [ACK] Seq=1 Ack=55603 Win=65335 Len=0"
"344","0.205075","192.168.100.5","192.168.3.11","TCP","60","63453  >  443 [ACK] Seq=1 Ack=58399 Win=65335 Len=0"
"345","0.205085","192.168.100.5","192.168.3.11","TCP","60","63453  >  443 [ACK] Seq=1 Ack=61195 Win=65335 Len=0"
"346","0.205093","192.168.100.5","192.168.3.11","TCP","60","63453  >  443 [ACK] Seq=1 Ack=63991 Win=65335 Len=0"
"347","0.205132","192.168.100.5","192.168.3.11","TCP","60","63453  >  443 [ACK] Seq=1 Ack=66787 Win=65335 Len=0"
"348","0.205203","192.168.100.5","192.168.3.11","TCP","60","63453  >  443 [ACK] Seq=1 Ack=69583 Win=65335 Len=0"
"349","0.205221","192.168.100.5","192.168.3.11","TCP","60","63453  >  443 [ACK] Seq=1 Ack=72379 Win=65335 Len=0"
"350","0.205270","192.168.100.5","192.168.3.11","TCP","60","63453  >  443 [ACK] Seq=1 Ack=75175 Win=65335 Len=0"
"351","0.205322","192.168.100.5","192.168.3.11","TCP","60","63453  >  443 [ACK] Seq=1 Ack=77971 Win=65335 Len=0"
"352","0.205332","192.168.100.5","192.168.3.11","TCP","60","63453  >  443 [ACK] Seq=1 Ack=80767 Win=65335 Len=0"
"353","0.233165","192.168.100.5","192.168.3.11","TCP","60","63453  >  443 [ACK] Seq=1 Ack=83563 Win=65335 Len=0"
"354","0.233205","192.168.100.5","192.168.3.11","TCP","60","63453  >  443 [ACK] Seq=1 Ack=87757 Win=65335 Len=0"
"355","0.233264","192.168.100.5","192.168.3.11","TCP","60","63453  >  443 [ACK] Seq=1 Ack=90553 Win=65335 Len=0"
"356","0.233275","192.168.100.5","192.168.3.11","TCP","60","63453  >  443 [ACK] Seq=1 Ack=93349 Win=65335 Len=0"
"357","0.233859","192.168.3.13","192.168.100.5","UDP","209","51000  >  20268 Len=167"
"358","0.234630","192.168.3.13","192.168.100.5","UDP","1450","51000  >  20268 Len=1472"
"359","0.234660","192.168.3.13","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=9f60)"
"360","0.234844","192.168.3.13","192.168.100.5","UDP","1450","51000  >  20268 Len=1472"
"361","0.234874","192.168.3.13","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=9f61)"
"362","0.234947","192.168.100.5","192.168.3.11","TCP","60","63453  >  443 [ACK] Seq=1 Ack=96145 Win=65335 Len=0"
"363","0.235020","192.168.3.13","192.168.100.5","UDP","1450","51000  >  20268 Len=1472"
"364","0.235054","192.168.3.13","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=9f62)"
"365","0.235246","192.168.3.13","192.168.100.5","UDP","1450","51000  >  20268 Len=1472"
"366","0.235279","192.168.3.13","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=9f63)"
"367","0.235379","192.168.3.13","192.168.100.5","UDP","1160","51000  >  20268 Len=1118"
"368","0.244421","192.168.3.12","192.168.100.5","UDP","209","51000  >  20680 Len=167"
"369","0.245120","192.168.3.12","192.168.100.5","UDP","1450","51000  >  20680 Len=1472"
"370","0.245151","192.168.3.12","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=9f5f)"
"371","0.245314","192.168.3.12","192.168.100.5","UDP","1450","51000  >  20680 Len=1472"
"372","0.245359","192.168.3.12","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=9f60)"
"373","0.245518","192.168.3.12","192.168.100.5","UDP","1450","51000  >  20680 Len=1472"
"374","0.245552","192.168.3.12","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=9f61)"
"375","0.245626","192.168.3.12","192.168.100.5","UDP","451","51000  >  20680 Len=409"
"376","0.255962","192.168.100.5","192.168.3.11","TCP","60","63453  >  443 [ACK] Seq=1 Ack=98941 Win=65335 Len=0"
"377","0.256017","192.168.100.5","192.168.3.11","TCP","60","63453  >  443 [ACK] Seq=1 Ack=101737 Win=65335 Len=0"
"378","0.256057","192.168.100.5","192.168.3.11","TCP","60","63453  >  443 [ACK] Seq=1 Ack=104533 Win=65335 Len=0"
"379","0.256070","192.168.100.5","192.168.3.11","TCP","60","63453  >  443 [ACK] Seq=1 Ack=107329 Win=65335 Len=0"
"380","0.261686","192.168.100.5","192.168.3.11","TCP","60","63453  >  443 [ACK] Seq=1 Ack=109080 Win=65335 Len=0"
"381","0.261715","192.168.100.5","192.168.3.11","TCP","60","63453  >  443 [ACK] Seq=1 Ack=111876 Win=65335 Len=0"
"382","0.261780","192.168.100.5","192.168.3.11","TCP","60","63453  >  443 [ACK] Seq=1 Ack=114672 Win=65335 Len=0"
"383","0.261789","192.168.100.5","192.168.3.11","TCP","60","63453  >  443 [ACK] Seq=1 Ack=117468 Win=65335 Len=0"
"384","0.261898","192.168.3.14","192.168.100.5","UDP","209","51000  >  6608 Len=167"
"385","0.262330","192.168.3.11","192.168.100.5","TLSv1","1126","[Packet size limited during capture]"
"386","0.262826","192.168.3.14","192.168.100.5","UDP","1450","51000  >  6608 Len=1472"
"387","0.262898","192.168.3.14","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=a0ca)"
"388","0.263044","192.168.3.14","192.168.100.5","UDP","1450","51000  >  6608 Len=1472"
"389","0.263077","192.168.3.14","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=a0cb)"
"390","0.263271","192.168.3.14","192.168.100.5","UDP","1450","51000  >  6608 Len=1472"
"391","0.263303","192.168.3.14","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=a0cc)"
"392","0.263449","192.168.3.14","192.168.100.5","UDP","1450","51000  >  6608 Len=1472"
"393","0.263503","192.168.3.14","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=a0cd)"
"394","0.263656","192.168.3.14","192.168.100.5","UDP","1450","51000  >  6608 Len=1472"
"395","0.263687","192.168.3.14","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=a0ce)"
"396","0.263807","192.168.3.14","192.168.100.5","UDP","1450","51000  >  6608 Len=1472"
"397","0.263839","192.168.3.14","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=a0cf)"
"398","0.264034","192.168.3.14","192.168.100.5","UDP","1450","51000  >  6608 Len=1472"
"399","0.264066","192.168.3.14","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=a0d0)"
"400","0.264163","192.168.3.14","192.168.100.5","UDP","1159","51000  >  6608 Len=1117"
"401","0.269010","192.168.3.11","192.168.100.5","TLSv1","1452","Application Data"
"402","0.269148","192.168.3.11","192.168.100.5","TLSv1","1452","[Packet size limited during capture]"
"403","0.269273","192.168.3.11","192.168.100.5","TLSv1","1452","[Packet size limited during capture]"
"404","0.269392","192.168.3.11","192.168.100.5","TLSv1","1452","[Packet size limited during capture]"
"405","0.269505","192.168.3.11","192.168.100.5","TLSv1","1452","[Packet size limited during capture]"
"406","0.269630","192.168.3.11","192.168.100.5","TLSv1","1452","[Packet size limited during capture]"
"407","0.269744","192.168.3.11","192.168.100.5","TLSv1","1452","[Packet size limited during capture]"
"408","0.273770","192.168.100.5","192.168.3.11","TCP","60","63453  >  443 [ACK] Seq=1 Ack=119938 Win=65335 Len=0"
"409","0.274332","192.168.3.11","192.168.100.5","TLSv1","1286","[Packet size limited during capture]"
"410","0.289223","192.168.100.5","192.168.3.11","TCP","60","63453  >  443 [ACK] Seq=1 Ack=125530 Win=65335 Len=0"
"411","0.289283","192.168.100.5","192.168.3.11","TCP","60","63453  >  443 [ACK] Seq=1 Ack=128326 Win=65335 Len=0"
"412","0.289295","192.168.100.5","192.168.3.11","TCP","60","63453  >  443 [ACK] Seq=1 Ack=130956 Win=65335 Len=0"
"413","0.301055","192.168.3.13","192.168.100.5","UDP","209","51000  >  20268 Len=167"
"414","0.301825","192.168.3.13","192.168.100.5","UDP","1450","51000  >  20268 Len=1472"
"415","0.301867","192.168.3.13","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=9f64)"
"416","0.302045","192.168.3.13","192.168.100.5","UDP","1450","51000  >  20268 Len=1472"
"417","0.302074","192.168.3.13","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=9f65)"
"418","0.302255","192.168.3.13","192.168.100.5","UDP","1450","51000  >  20268 Len=1472"
"419","0.302286","192.168.3.13","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=9f66)"
"420","0.302411","192.168.3.13","192.168.100.5","UDP","1450","51000  >  20268 Len=1472"
"421","0.302439","192.168.3.13","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=9f67)"
"422","0.302544","192.168.3.13","192.168.100.5","UDP","1056","51000  >  20268 Len=1014"
"423","0.311927","192.168.3.12","192.168.100.5","UDP","209","51000  >  20680 Len=167"
"424","0.312605","192.168.3.12","192.168.100.5","UDP","1450","51000  >  20680 Len=1472"
"425","0.312635","192.168.3.12","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=9f62)"
"426","0.312813","192.168.3.12","192.168.100.5","UDP","1450","51000  >  20680 Len=1472"
"427","0.312842","192.168.3.12","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=9f63)"
"428","0.313016","192.168.3.12","192.168.100.5","UDP","1450","51000  >  20680 Len=1472"
"429","0.313047","192.168.3.12","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=9f64)"
"430","0.313101","192.168.3.12","192.168.100.5","UDP","143","51000  >  20680 Len=101"
"431","0.327958","192.168.3.14","192.168.100.5","UDP","209","51000  >  6608 Len=167"
"432","0.328893","192.168.3.14","192.168.100.5","UDP","1450","51000  >  6608 Len=1472"
"433","0.328925","192.168.3.14","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=a0d1)"
"434","0.329103","192.168.3.14","192.168.100.5","UDP","1450","51000  >  6608 Len=1472"
"435","0.329136","192.168.3.14","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=a0d2)"
"436","0.329312","192.168.3.14","192.168.100.5","UDP","1450","51000  >  6608 Len=1472"
"437","0.329345","192.168.3.14","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=a0d3)"
"438","0.329471","192.168.3.14","192.168.100.5","UDP","1450","51000  >  6608 Len=1472"
"439","0.329510","192.168.3.14","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=a0d4)"
"440","0.329704","192.168.3.14","192.168.100.5","UDP","1450","51000  >  6608 Len=1472"
"441","0.329752","192.168.3.14","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=a0d5)"
"442","0.329855","192.168.3.14","192.168.100.5","UDP","1450","51000  >  6608 Len=1472"
"443","0.329886","192.168.3.14","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=a0d6)"
"444","0.330071","192.168.3.14","192.168.100.5","UDP","1450","51000  >  6608 Len=1472"
"445","0.330118","192.168.3.14","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=a0d7)"
"446","0.330197","192.168.3.14","192.168.100.5","UDP","958","51000  >  6608 Len=916"
"447","0.332134","192.168.3.11","192.168.100.5","TLSv1","1452","Application Data"
"448","0.332270","192.168.3.11","192.168.100.5","TLSv1","1452","[Packet size limited during capture]"
"449","0.332395","192.168.3.11","192.168.100.5","TLSv1","1452","[Packet size limited during capture]"
"450","0.332514","192.168.3.11","192.168.100.5","TLSv1","1452","[Packet size limited during capture]"
"451","0.332623","192.168.3.11","192.168.100.5","TLSv1","1452",""
"452","0.332744","192.168.3.11","192.168.100.5","TLSv1","1452","[Packet size limited during capture]"
"453","0.332856","192.168.3.11","192.168.100.5","TLSv1","1452","[Packet size limited during capture]"
"454","0.332931","192.168.3.11","192.168.100.5","TLSv1","950","[Packet size limited during capture]"
"455","0.357227","192.168.100.5","192.168.3.11","TCP","60","63453  >  443 [ACK] Seq=1 Ack=133752 Win=65335 Len=0"
"456","0.357270","192.168.100.5","192.168.3.11","TCP","60","63453  >  443 [ACK] Seq=1 Ack=136548 Win=65335 Len=0"
"457","0.362417","192.168.100.5","192.168.3.11","TCP","60","63453  >  443 [ACK] Seq=1 Ack=141638 Win=65335 Len=0"
"458","0.368428","192.168.3.13","192.168.100.5","UDP","87","51000  >  20268 Len=45"
"459","0.368628","192.168.3.13","192.168.100.5","UDP","60","51000  >  20268 Len=17"
"460","0.368796","192.168.3.13","192.168.100.5","UDP","209","51000  >  20268 Len=167"
"461","0.370398","192.168.3.13","192.168.100.5","UDP","1450","51000  >  20268 Len=1472"
"462","0.370429","192.168.3.13","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=9f68)"
"463","0.370595","192.168.3.13","192.168.100.5","UDP","1450","51000  >  20268 Len=1472"
"464","0.370672","192.168.3.13","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=9f69)"
"465","0.370798","192.168.3.13","192.168.100.5","UDP","1450","51000  >  20268 Len=1472"
"466","0.370833","192.168.3.13","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=9f6a)"
"467","0.370945","192.168.3.13","192.168.100.5","UDP","1450","51000  >  20268 Len=1472"
"468","0.370978","192.168.3.13","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=9f6b)"
"469","0.371174","192.168.3.13","192.168.100.5","UDP","1450","51000  >  20268 Len=1472"
"470","0.371204","192.168.3.13","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=9f6c)"
"471","0.371312","192.168.3.13","192.168.100.5","UDP","1450","51000  >  20268 Len=1472"
"472","0.371342","192.168.3.13","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=9f6d)"
"473","0.371535","192.168.3.13","192.168.100.5","UDP","1450","51000  >  20268 Len=1472"
"474","0.371565","192.168.3.13","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=9f6e)"
"475","0.371680","192.168.3.13","192.168.100.5","UDP","1450","51000  >  20268 Len=1472"
"476","0.371712","192.168.3.13","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=9f6f)"
"477","0.371910","192.168.3.13","192.168.100.5","UDP","1450","51000  >  20268 Len=1472"
"478","0.371939","192.168.3.13","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=9f70)"
"479","0.372055","192.168.3.13","192.168.100.5","UDP","1450","51000  >  20268 Len=1472"
"480","0.372084","192.168.3.13","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=9f71)"
"481","0.372285","192.168.3.13","192.168.100.5","UDP","1450","51000  >  20268 Len=1472"
"482","0.372315","192.168.3.13","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=9f72)"
"483","0.372428","192.168.3.13","192.168.100.5","UDP","1450","51000  >  20268 Len=1472"
"484","0.372457","192.168.3.13","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=9f73)"
"485","0.372649","192.168.3.13","192.168.100.5","UDP","1450","51000  >  20268 Len=1472"
"486","0.372681","192.168.3.13","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=9f74)"
"487","0.372802","192.168.3.13","192.168.100.5","UDP","1450","51000  >  20268 Len=1472"
"488","0.372833","192.168.3.13","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=9f75)"
"489","0.373014","192.168.3.13","192.168.100.5","UDP","1450","51000  >  20268 Len=1472"
"490","0.373044","192.168.3.13","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=9f76)"
"491","0.373172","192.168.3.13","192.168.100.5","UDP","1450","51000  >  20268 Len=1472"
"492","0.373203","192.168.3.13","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=9f77)"
"493","0.373389","192.168.3.13","192.168.100.5","UDP","1450","51000  >  20268 Len=1472"
"494","0.373419","192.168.3.13","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=9f78)"
"495","0.373542","192.168.3.13","192.168.100.5","UDP","1450","51000  >  20268 Len=1472"
"496","0.373571","192.168.3.13","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=9f79)"
"497","0.373980","192.168.3.13","192.168.100.5","UDP","1450","51000  >  20268 Len=1472"
"498","0.374029","192.168.3.13","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=9f7a)"
"499","0.374197","192.168.3.13","192.168.100.5","UDP","1450","51000  >  20268 Len=1472"
"500","0.374227","192.168.3.13","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=9f7b)"
"501","0.374411","192.168.3.13","192.168.100.5","UDP","1450","51000  >  20268 Len=1472"
"502","0.374442","192.168.3.13","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=9f7c)"
"503","0.374514","192.168.3.13","192.168.100.5","UDP","230","51000  >  20268 Len=188"
"504","0.378106","192.168.3.12","192.168.100.5","UDP","209","51000  >  20680 Len=167"
"505","0.378789","192.168.3.12","192.168.100.5","UDP","1450","51000  >  20680 Len=1472"
"506","0.378819","192.168.3.12","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=9f65)"
"507","0.378986","192.168.3.12","192.168.100.5","UDP","1450","51000  >  20680 Len=1472"
"508","0.379019","192.168.3.12","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=9f66)"
"509","0.379188","192.168.3.12","192.168.100.5","UDP","1450","51000  >  20680 Len=1445"
"510","0.379218","192.168.3.12","192.168.100.5","IPv4","71","Fragmented IP protocol (proto=UDP 17, off=1416, ID=9f67)"
"511","0.394326","192.168.3.14","192.168.100.5","UDP","209","51000  >  6608 Len=167"
"512","0.395242","192.168.3.14","192.168.100.5","UDP","1450","51000  >  6608 Len=1472"
"513","0.395272","192.168.3.14","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=a0d8)"
"514","0.395674","192.168.3.14","192.168.100.5","UDP","1450","51000  >  6608 Len=1472"
"515","0.395706","192.168.3.14","192.168.100.5","IPv4","98","Fragmented IP protocol (proto=UDP 17, off=1416, ID=a0d9)"
"516","0.395924","192.168.3.14","192.168.100.5","UDP","1450","51000  >  6608 Len=1472"
